,EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
824,1736,31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
825,1737,39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
826,1745,30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
827,1751,27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
828,1753,29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
829,1755,34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
830,1760,38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
831,1762,29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
832,1763,30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
833,1764,32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
834,1766,38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
835,1767,43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
836,1768,42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
837,1770,55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
838,1771,33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
839,1772,41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
840,1775,53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
841,1782,38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
842,1783,22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
843,1786,51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
844,1789,46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
845,1790,36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
846,1792,44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
847,1798,33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
848,1799,28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
849,1800,39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2
850,1802,40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2
851,1803,42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
852,1804,35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
853,1807,34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
854,1809,37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
855,1813,43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
856,1814,41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
857,1816,30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
858,1821,46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
859,1822,40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
860,1826,35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
861,1827,47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10
862,1829,40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
863,1830,54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
864,1834,28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2
865,1837,58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
866,1839,18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
867,1847,36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
868,1850,27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2
869,1852,29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
870,1854,42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
871,1856,47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
872,1857,46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
873,1859,29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
874,1860,42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
875,1866,43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
876,1867,48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
877,1868,29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
878,1870,27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3
879,1871,39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2
880,1873,55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
881,1878,22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
882,1881,31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
883,1883,29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2
884,1885,37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
885,1886,35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
886,1888,45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
887,1892,40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16
888,1893,26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
889,1900,48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
890,1903,44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
891,1905,34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0
892,1907,56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0
893,1911,42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
894,1916,31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
895,1918,26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7
896,1922,45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3
897,1931,27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
898,1932,34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11
899,1934,47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
900,1936,39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9
901,1937,38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
902,1939,32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3
903,1940,38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
904,1941,49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
905,1947,28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
906,1948,31,No,Non-Travel,976,Research & Development,3,2,Medical,1,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
907,1949,36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
908,1952,26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6
909,1954,29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
910,1955,32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2
911,1956,31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
912,1960,28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
913,1966,32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
914,1969,54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
915,1970,33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
916,1971,43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
917,1974,31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
918,1976,42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
919,1979,31,No,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
920,1980,54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
921,1981,24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
922,1982,23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
923,1985,40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
924,1989,30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
925,1992,25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
926,1993,47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
927,1994,33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
928,1997,38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
929,1998,42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
930,1999,41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
931,2000,47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
932,2003,35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
933,2007,22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
934,2008,35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
935,2009,33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
936,2010,32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
937,2012,40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
938,2014,39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
939,2015,38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
940,2017,37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
941,2020,44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
942,2022,39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
943,2025,36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
944,2026,56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
945,2027,29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
946,2031,42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
947,2032,56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
948,2034,41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
949,2038,32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
950,2048,40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
951,2049,35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
952,2051,40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,3,Female,98,3,1,Research Scientist,3,Married,2001,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
953,2052,35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
954,2053,29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
955,2054,29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
956,2057,31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
957,2061,36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
958,2062,39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
959,2064,27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
960,2068,34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
